month,day,year,packet_retransmit_rate,packet_retransmit_rate_n,minimum_rtt,minimum_rtt_n,average_rtt,average_rtt_n,download_throughput,download_throughput_n,upload_throughput,upload_throughput_n
1,1,2012,0.001809,199,21.0,199,55.57,199,12.036,199,3.0443,430
1,2,2012,0.001541,216,21.0,216,51.88,216,10.751,216,3.1212,496
1,3,2012,0.000158,491,14.0,491,33.72,491,19.432,492,4.3941,841
1,4,2012,0.000121,515,14.0,515,27.52,515,24.056,515,4.331,1249
1,5,2012,0.002216,164,21.0,164,54.23,164,10.48,164,3.0506,380
1,6,2012,0.001479,161,24.0,160,53.88,160,12.369,161,3.0784,344
1,7,2012,0.001793,184,21.0,184,51.58,184,12.983,184,3.1804,419
1,8,2012,0.00193,191,24.0,191,51.34,191,11.926,191,3.0777,449
1,9,2012,0.001867,168,21.0,168,49.38,168,13.149,168,3.1585,410
1,10,2012,0.001619,197,20.0,197,47.32,197,13.386,197,3.0968,372
1,11,2012,0.002122,174,21.5,174,53.25,174,12.627,174,3.0022,381
1,12,2012,0.001939,210,22.0,210,56.28,210,12.024,210,3.0524,447
1,13,2012,0.001598,188,21.5,188,53.42,188,13.41,188,3.0811,433
1,14,2012,0.001512,194,21.0,194,49.86,194,12.048,194,3.174,473
1,15,2012,0.001798,239,23.0,239,52.78,239,12.239,239,2.9573,517
1,16,2012,0.001623,203,21.0,203,54.54,203,13.382,203,3.1652,480
1,17,2012,0.002044,172,22.0,172,54.13,172,13.831,172,3.0436,396
1,18,2012,0.001654,165,22.0,165,56.3,165,13.656,165,3.1294,372
1,19,2012,0.001243,143,19.0,143,48.19,143,13.86,143,3.1443,394
1,20,2012,0.001418,162,22.0,162,52.19,162,12.796,162,3.0919,364
1,21,2012,0.001488,253,22.0,253,53.04,253,12.084,253,3.0815,523
1,22,2012,0.001592,192,24.0,192,56.43,192,11.183,192,3.06,454
1,23,2012,0.001726,165,21.0,165,54.4,165,12.558,165,3.1255,418
1,24,2012,0.00128,164,22.0,164,51.37,164,13.542,164,3.0565,430
1,25,2012,0.001447,200,20.0,200,46.86,200,14.891,200,3.0923,504
1,26,2012,0.001907,162,20.5,162,57.66,162,13.857,162,3.0961,411
1,27,2012,0.001356,179,24.0,181,53.44,181,13.611,181,3.2107,399
1,28,2012,0.00171,203,22.0,203,55.37,203,11.649,203,3.1713,455
1,29,2012,0.001244,258,21.0,258,49.65,258,11.848,258,3.0172,531
1,30,2012,0.002036,159,22.0,159,53.75,159,10.15,159,3.1171,373
1,31,2012,0.001564,149,21.0,149,46.99,149,15.011,149,3.0808,334
2,1,2012,0.001727,160,21.0,160,46.88,160,12.965,160,3.1711,375
2,2,2012,0.001755,157,21.0,159,54.55,159,11.37,159,3.0972,361
2,3,2012,0.001716,144,21.5,144,52.75,144,11.919,144,3.1729,340
2,4,2012,0.001255,250,20.0,250,49.14,250,15.57,250,3.085,546
2,5,2012,0.001067,209,20.0,209,47.02,209,13.372,209,3.075,447
2,6,2012,0.001694,171,21.0,171,53.73,171,13.144,171,3.0499,419
2,7,2012,0.001093,186,20.0,186,53.84,186,10.534,186,3.0194,400
2,8,2012,0.001639,231,23.0,231,50.79,231,12.867,231,3.0123,481
2,9,2012,0.001221,214,21.0,215,49.81,215,13.0,215,3.1247,491
2,10,2012,0.001213,192,22.5,192,49.0,192,12.294,192,3.0519,448
2,11,2012,0.001173,249,21.5,252,51.59,252,12.116,252,3.0633,537
2,12,2012,0.001748,251,20.0,251,53.84,251,11.557,251,3.1702,577
2,13,2012,0.001226,233,22.0,233,50.39,233,14.35,233,3.1552,461
2,14,2012,0.001461,190,21.0,190,50.26,190,13.438,190,3.0701,400
2,15,2012,0.00148,212,20.5,212,52.28,212,11.393,212,3.0608,464
2,16,2012,0.001686,220,21.0,220,49.48,220,12.54,220,3.0518,512
2,17,2012,0.001159,202,19.0,202,44.84,202,11.058,202,3.2081,474
2,18,2012,0.001238,284,19.0,285,41.46,285,11.117,285,3.1715,625
2,19,2012,0.001332,308,19.0,308,44.8,308,12.324,308,3.1284,637
2,20,2012,0.001488,237,19.5,240,48.71,240,13.325,240,3.2456,543
2,21,2012,0.001579,246,20.0,247,49.8,247,11.634,247,3.1699,537
