year,month,day,average_rtt,average_rtt_n,download_throughput,download_throughput_n,minimum_rtt,minimum_rtt_n,packet_retransmit_rate,packet_retransmit_rate_n,upload_throughput,upload_throughput_n
2014,9,24,35.2,64,13.385,64,17.5,64,0.001114,64,4.605,94
2014,9,25,33.6,73,13.902,73,16.0,73,0.001482,73,4.620,123
2014,9,26,34.1,55,18.951,55,18.0,55,0.000889,55,4.634,86
2014,9,27,36.6,91,14.666,91,16.0,91,0.000556,91,4.825,151
2014,9,28,40.5,82,18.987,82,17.0,82,0.000504,82,4.622,139
2014,9,29,36.7,60,13.917,60,17.0,60,0.000973,60,4.644,114
2014,9,30,31.4,96,15.574,96,15.0,96,0.000775,96,4.689,153
2014,10,1,42.3,86,14.976,86,17.0,86,0.001372,86,4.614,140
2014,10,2,41.5,61,14.406,61,16.0,61,0.000772,61,4.591,91
2014,10,3,34.4,57,17.087,57,15.0,57,0.000746,57,4.615,99
2014,10,4,45.1,85,17.507,85,15.0,85,0.000405,85,4.976,133
2014,10,5,47.8,88,16.119,88,17.0,88,0.000668,88,4.586,131
2014,10,6,37.7,66,16.975,66,16.5,66,0.000658,66,4.566,101
2014,10,7,43.9,80,16.377,80,16.0,80,0.000698,80,4.568,143
2014,10,8,37.6,72,13.709,72,20.0,72,0.001151,72,6.215,124
2014,10,9,39.4,58,14.155,58,16.0,58,0.000611,58,4.851,96
2014,10,10,39.2,85,18.844,85,18.0,85,0.000791,85,4.620,142
2014,10,11,34.0,118,16.825,118,16.5,118,0.000793,118,4.590,172
2014,10,12,41.1,106,17.026,106,17.0,106,0.000986,106,4.976,151
2014,10,13,39.4,96,16.130,96,16.0,96,0.000629,96,4.727,135
2014,10,14,39.0,87,13.299,87,19.0,87,0.000945,87,4.612,128
2014,10,15,39.5,88,16.147,88,16.0,88,0.001126,88,7.146,139
2014,10,16,36.4,65,14.668,65,17.0,65,0.000944,65,5.661,111
2014,10,17,37.0,71,18.737,71,16.0,71,0.000743,71,4.680,109
2014,10,18,38.4,131,19.962,131,16.0,131,0.000388,131,4.566,189
2014,10,19,40.3,120,15.810,120,18.0,120,0.000975,120,4.618,163
2014,10,20,44.2,70,13.385,70,16.0,70,0.000960,70,4.610,117
2014,10,21,41.4,59,14.502,59,17.0,59,0.001282,59,4.712,94
2014,10,22,40.3,55,14.432,55,16.0,55,0.000746,55,4.584,95
2014,10,23,30.3,55,21.523,55,14.0,55,0.000738,55,4.912,96
2014,10,24,42.6,76,20.406,76,17.5,76,0.000477,76,4.831,121
2014,10,25,38.6,64,20.519,64,19.0,64,0.000814,64,4.620,99
2014,10,26,35.3,59,14.440,59,16.0,59,0.001213,59,4.815,85
2014,10,27,37.8,51,16.760,51,15.0,51,0.000569,51,4.619,82
2014,10,28,44.4,58,13.725,58,17.5,58,0.000840,58,4.616,107
2014,10,29,49.9,70,12.084,70,17.0,70,0.001788,70,4.606,114
2014,10,30,38.9,59,13.451,59,18.0,59,0.001015,59,4.610,90
2014,10,31,28.3,57,17.878,57,14.0,57,0.000808,57,4.803,88
2014,11,1,44.7,103,15.684,103,18.0,103,0.001243,103,4.921,148
2014,11,2,31.8,102,8.145,102,15.0,102,0.001847,102,4.647,112
2014,11,3,30.4,96,5.882,96,15.0,96,0.002209,96,5.497,116
2014,11,4,33.2,76,14.781,76,16.0,76,0.001010,76,6.124,87
2014,11,5,29.3,45,13.692,45,13.0,45,0.000689,45,4.585,67
2014,11,6,38.5,68,12.022,68,16.5,68,0.001408,68,4.603,96
2014,11,7,41.9,59,14.410,59,16.0,59,0.000786,59,4.651,90
2014,11,8,47.6,76,15.836,76,18.0,76,0.000537,76,4.649,106
2014,11,9,36.3,104,10.619,104,16.0,104,0.000995,104,4.755,138
2014,11,10,32.1,69,11.094,69,16.0,69,0.001092,69,4.624,94
2014,11,11,38.8,72,9.587,72,16.5,72,0.001115,72,4.580,94
2014,11,12,40.2,95,16.523,95,17.0,95,0.001411,95,4.648,121
2014,11,13,31.0,57,11.736,57,13.0,57,0.001043,57,6.966,84
2014,11,14,30.9,58,17.153,58,14.5,58,0.000507,58,6.550,83
2014,11,15,31.7,47,22.566,47,17.0,47,0.000642,47,4.926,67
2014,11,16,41.4,99,9.034,99,19.0,99,0.001024,99,4.411,135
2014,11,17,31.3,68,10.626,68,16.0,68,0.001210,68,4.552,106
2014,11,18,42.4,62,7.563,62,18.5,62,0.002601,62,4.616,91
2014,11,19,38.8,60,14.036,60,16.0,60,0.000969,60,4.640,89
2014,11,20,37.5,50,13.387,50,14.5,50,0.000685,50,4.607,87
2014,11,21,32.8,83,16.850,83,16.0,83,0.000763,83,4.590,116
2014,11,22,32.6,88,18.948,88,15.0,88,0.000475,88,4.862,120
2014,11,23,38.7,62,10.081,62,16.5,62,0.000988,62,4.781,89
2014,11,24,44.8,50,13.370,50,18.0,50,0.001005,50,4.582,84
